date,open,high,close,low,volume,amount
2015-08-21,16.73,17.77,17.32,15.56,13819737.0,283016896.0
2015-08-20,17.03,18.4,17.24,16.47,15474626.0,334982080.0
2015-08-19,15.42,17.04,16.72,14.72,12223672.0,235034928.0
2015-08-18,18.18,18.18,16.36,16.36,11021414.0,232212000.0
2015-08-17,17.58,18.25,18.18,17.39,10729851.0,236642688.0
2015-08-14,17.54,18.53,17.8,17.54,15877421.0,352890528.0
2015-08-13,16.42,17.48,17.35,16.24,14530973.0,304143104.0
2015-08-12,15.7,16.75,16.23,15.5,12077027.0,242051456.0
2015-08-11,15.91,16.33,15.98,15.42,12003465.0,235223984.0
2015-08-10,14.79,15.95,15.86,14.79,9289678.0,178155664.0
2015-08-07,14.18,14.6,14.58,14.18,6782378.0,120908688.0
2015-08-06,13.75,14.59,14.1,13.64,6060900.0,105891840.0
2015-08-05,14.12,14.9,14.2,13.88,10323581.0,183783616.0
2015-08-04,13.15,14.08,14.08,12.82,9429263.0,155652592.0
2015-08-03,14.11,14.11,12.8,12.8,8785370.0,141620160.0
2015-07-31,14.37,14.93,14.22,13.81,7703564.0,137374096.0
2015-07-30,15.78,16.02,15.08,14.94,9004523.0,172219616.0
2015-07-29,15.52,15.82,15.78,13.96,8661822.0,160915632.0
2015-07-28,15.22,16.39,15.12,15.11,11324229.0,215788464.0
2015-07-27,18.1,19.19,16.79,16.79,9927644.0,220120448.0
2015-07-24,19.48,19.92,18.66,18.16,13279990.0,315341792.0
2015-07-23,18.83,19.69,19.59,18.66,14114769.0,335239296.0
2015-07-22,17.24,18.26,18.23,17.24,12318604.0,269679104.0
2015-07-21,16.92,17.44,17.22,16.36,8465219.0,178321008.0
2015-07-20,17.12,17.44,17.16,16.31,11848416.0,248006112.0
2015-07-17,16.64,17.83,17.12,16.39,9587055.0,200683504.0
2015-07-16,16.21,18.1,16.29,16.14,14863312.0,305656672.0
2015-07-15,18.49,18.7,17.93,17.93,8596642.0,191549440.0
2015-07-14,21.42,21.9,19.93,19.93,20382184.0,522702592.0
2015-07-13,20.8,22.64,22.15,20.8,21567192.0,576820224.0
2015-07-10,18.02,20.78,20.78,17.93,16417959.0,405972160.0
2015-07-01,20.29,20.94,18.89,18.5,12419999.0,306874848.0
2015-06-30,19.33,20.39,20.3,17.4,17452144.0,403822080.0
2015-06-29,21.5,21.89,19.33,18.52,16845212.0,419368224.0
2015-06-26,21.91,22.32,20.51,19.69,15028914.0,389479680.0
2015-06-25,22.72,23.13,21.89,21.1,10964201.0,305218944.0
2015-06-24,22.4,23.13,22.75,22.3,10078598.0,282931264.0
2015-06-23,21.75,23.37,22.06,20.54,8679567.0,232190352.0
2015-06-19,25.14,25.14,22.78,22.78,7631031.0,221920912.0
2015-06-18,25.11,26.69,25.31,24.65,8638205.0,275039616.0
2015-06-17,25.52,26.13,25.42,24.18,9081136.0,280188448.0
2015-06-16,24.73,27.17,26.26,24.03,15313061.0,487922592.0
2015-06-15,28.39,28.39,25.72,25.72,19936952.0,651403200.0
2015-06-12,28.15,29.2,28.57,27.6,15982588.0,561584000.0
2015-06-11,26.92,28.39,27.91,26.38,17307574.0,586159872.0
2015-06-10,27.67,29.5,27.47,26.15,26903312.0,936634240.0
2015-06-09,24.72,27.06,27.06,24.72,20443848.0,658767744.0
2015-06-08,23.05,25.08,24.6,23.05,17986804.0,539457856.0
2015-06-05,22.21,23.01,22.88,22.21,13929188.0,388272000.0
2015-06-04,22.25,22.36,21.91,20.29,8889611.0,234903840.0
2015-06-03,22.92,23.13,22.25,21.6,11966061.0,327358688.0
2015-06-02,22.32,23.2,22.92,22.23,11262323.0,315811136.0
2015-06-01,20.99,22.55,22.06,20.99,9809102.0,265211056.0
2015-05-29,20.69,21.57,20.94,19.23,12839888.0,326702496.0
2015-05-28,22.68,22.68,20.51,20.5,18236620.0,491589664.0
2015-05-27,24.07,24.07,22.78,22.68,18461342.0,525856832.0
2015-05-26,24.28,24.59,24.07,23.29,19821012.0,585157952.0
2015-05-25,23.78,24.59,24.28,22.8,15181952.0,447356960.0
2015-05-22,24.24,25.15,23.97,23.15,20938262.0,618973056.0
2015-05-21,22.32,22.9,22.9,21.5,12119011.0,338234464.0
2015-05-20,19.56,20.81,20.81,19.56,16414316.0,413613344.0
2015-05-19,19.22,19.22,18.92,18.23,8294573.0,192085984.0
2015-05-18,18.08,19.84,18.72,17.92,10988622.0,257614528.0
2015-05-15,18.14,18.27,18.08,17.5,11063716.0,245632720.0
2015-05-14,16.91,18.33,17.97,16.81,12607432.0,274148832.0
2015-05-13,17.21,17.21,16.86,16.8,7243660.0,151005584.0
2015-05-12,16.86,17.42,17.21,16.55,8317593.0,175704848.0
2015-05-11,16.48,16.91,16.7,16.35,7892074.0,161392384.0
2015-05-08,15.5,16.38,16.23,15.5,8924875.0,175414944.0
2015-05-07,15.87,15.91,15.26,15.09,6905138.0,130819352.0
2015-05-06,16.92,17.04,15.8,15.62,8592334.0,173421824.0
2015-05-05,18.19,18.24,16.81,16.5,8837898.0,188961712.0
2015-05-04,18.02,18.3,18.06,17.71,5827187.0,129260760.0
2015-04-30,18.02,18.5,18.25,18.02,9197528.0,207306448.0
2015-04-29,17.63,18.29,17.93,17.06,7658519.0,167875360.0
2015-04-28,18.61,18.75,17.65,17.42,11069853.0,245307696.0
2015-04-27,18.31,19.19,18.6,18.31,15932512.0,367554272.0
2015-04-24,17.71,17.71,17.45,17.04,9331218.0,199411408.0
2015-04-23,17.85,18.18,17.7,17.63,10314346.0,226308752.0
2015-04-22,17.77,18.1,17.71,17.51,14073885.0,307693024.0
2015-04-21,17.04,17.83,17.62,16.88,11102880.0,237086176.0
2015-04-20,17.61,18.49,17.26,16.42,18049012.0,388897408.0
2015-04-17,18.34,19.45,17.9,17.69,20677316.0,467118528.0
2015-04-16,19.99,20.46,18.64,17.8,22107032.0,515650336.0
2015-04-15,19.03,20.74,19.78,18.99,25031160.0,614089792.0
2015-04-14,17.41,18.86,18.86,17.41,15469343.0,354370944.0
2015-04-13,15.91,17.28,17.15,15.82,17182268.0,350003552.0
2015-04-10,15.86,16.14,15.77,15.58,11296215.0,220041840.0
2015-04-09,14.83,16.14,15.92,14.62,18311904.0,345145184.0
2015-04-08,14.28,15.04,14.95,14.28,15772597.0,285048352.0
2015-04-07,13.42,14.59,14.23,13.39,12247185.0,211952160.0
2015-04-03,13.34,13.61,13.52,13.19,9196288.0,152479456.0
2015-04-02,13.15,13.39,13.34,13.15,6633632.0,108571216.0
2015-04-01,13.13,13.37,13.22,12.98,6860942.0,111492024.0
2015-03-31,13.62,13.7,13.12,13.04,8446762.0,138168816.0
2015-03-30,12.98,13.5,13.32,12.98,8509045.0,139455248.0
2015-03-27,12.09,12.87,12.8,12.09,12035213.0,186568480.0
2015-03-26,12.29,12.46,12.12,12.1,8487775.0,127967984.0
2015-03-25,12.96,12.96,12.42,12.32,9717440.0,150565600.0
2015-03-24,12.48,13.11,12.72,12.4,15339008.0,240201792.0
2015-03-23,12.45,12.63,12.48,12.38,8946132.0,137439072.0
2015-03-20,12.48,12.56,12.45,12.32,7680013.0,117328616.0
2015-03-19,12.33,12.69,12.48,12.26,9364419.0,144251728.0
2015-03-18,12.32,12.71,12.42,12.19,12153871.0,187093280.0
2015-03-17,12.09,12.53,12.32,11.87,15877077.0,240201568.0
2015-03-16,11.78,12.21,12.07,11.77,9446830.0,140121632.0
2015-03-13,11.47,11.77,11.74,11.43,6134222.0,87318856.0
2015-03-12,11.45,12.01,11.45,11.32,8497837.0,121423920.0
2015-03-11,12.01,12.24,11.6,11.47,11970843.0,173901696.0
2015-03-10,11.52,12.01,11.89,11.37,10121351.0,147131808.0
2015-03-09,11.47,12.05,11.61,11.2,14494566.0,208874976.0
2015-03-06,10.69,11.75,11.59,10.65,17983172.0,249269984.0
2015-03-05,10.45,10.91,10.68,10.44,9318039.0,122961088.0
2015-03-04,10.39,10.48,10.47,10.23,6707544.0,85616392.0
2015-03-03,10.16,10.6,10.31,10.16,13907161.0,178442144.0
2015-03-02,9.94,10.28,10.16,9.9,9629173.0,120188296.0
2015-02-27,9.79,9.92,9.9,9.79,3539305.0,42971896.0
2015-02-26,9.81,9.88,9.84,9.74,2599064.0,31384504.0
2015-02-25,9.92,10.03,9.81,9.79,3347490.0,40893216.0
2015-02-17,9.88,9.94,9.92,9.84,3545301.0,43264640.0
2015-02-16,9.81,9.92,9.84,9.78,3275002.0,39705028.0
2015-02-13,9.64,9.96,9.81,9.58,4823486.0,58437536.0
2015-02-12,9.58,9.61,9.56,9.51,1735135.0,20434840.0
2015-02-11,9.4,9.59,9.54,9.34,1798768.0,20974316.0
2015-02-10,9.31,9.44,9.33,9.25,2337819.0,26852836.0
2015-02-09,9.55,9.55,9.31,9.27,2568093.0,29776736.0
2015-02-06,9.62,9.74,9.56,9.54,2786727.0,33038876.0
2015-02-05,9.86,9.86,9.62,9.6,2768543.0,33095170.0
2015-02-04,9.78,9.86,9.73,9.67,3145514.0,37821192.0
2015-02-03,9.73,9.9,9.77,9.71,2903106.0,34980968.0
2015-02-02,9.58,9.86,9.71,9.46,4092350.0,48803560.0
