,code,xcode,name,ipo_date,issue_date,amount,markets,price,pe,limit,funds,ballot
508,601368,780368,绿城水务,2015-06-02,2015-06-12,14700,13230,6.43,22.96,4.4,8.801,0.3
509,002762,002762,金发拉比,2015-06-02,2015-06-10,1700,1530,26.0,18.71,0.65,4.421,0.29
510,300470,300470,日机密封,2015-06-02,2015-06-12,1334,1201,34.6,21.84,0.5,4.617,0.33
511,300464,300464,星徽精密,2015-06-02,2015-06-10,2067,1860,10.2,22.67,0.8,2.108,0.28
512,002765,002765,蓝黛传动,2015-06-02,2015-06-12,5200,4680,7.67,22.98,2.05,3.6689999999999996,0.29
513,002761,002761,多喜爱,2015-06-02,2015-06-10,3000,2700,7.28,22.75,1.2,2.184,0.23
514,300478,300478,杭州高新,2015-06-02,2015-06-10,1667,1500,14.84,22.99,0.55,2.474,0.27
515,300475,300475,聚隆科技,2015-06-02,2015-06-10,5000,4500,8.8,13.33,2.0,4.4,0.27
516,002763,002763,汇洁股份,2015-06-02,2015-06-10,5400,4860,13.1,21.72,2.15,7.077000000000001,0.37
517,300477,300477,合纵科技,2015-06-02,2015-06-10,2705,2340,10.61,15.38,1.0,2.76,0.24
518,601985,780985,中国核电,2015-06-02,2015-06-10,389100,272370,3.39,22.29,116.7,135.799,1.63
519,603026,732026,石大胜华,2015-05-21,2015-05-29,5068,4561,6.51,32.55,1.8,3.299,0.3
520,603300,732300,华铁科技,2015-05-20,2015-05-29,5067,4560,8.22,22.98,2.0,4.165,0.37
521,603669,732669,灵康药业,2015-05-20,2015-05-28,6500,5850,11.7,22.98,2.6,7.605,0.41
522,603198,732198,迎驾贡酒,2015-05-20,2015-05-28,8000,7200,11.8,19.4,2.4,9.446,0.7
523,603568,732568,伟明环保,2015-05-20,2015-05-28,4580,4122,11.27,22.97,1.3,5.162000000000001,0.46
524,603901,732901,永创智能,2015-05-20,2015-05-29,2500,2250,15.81,22.91,1.0,3.9530000000000003,0.35
525,603918,732918,金桥信息,2015-05-20,2015-05-28,2200,1980,9.5,22.99,0.8,2.09,0.21
526,300465,300465,高伟达,2015-05-20,2015-05-28,3334,3001,11.26,22.93,1.2,3.7539999999999996,0.3
527,002759,002759,天际股份,2015-05-19,2015-05-28,2400,2160,12.02,20.16,0.95,2.886,0.31
528,603108,732108,润达医疗,2015-05-19,2015-05-27,2360,2124,17.0,22.97,0.8,4.012,0.28
529,300467,300467,迅游科技,2015-05-19,2015-05-27,1000,900,33.75,22.99,0.4,3.375,0.2
530,002758,002758,华通医药,2015-05-19,2015-05-27,1400,1260,18.04,22.98,0.55,2.526,0.26
531,603023,732023,威帝股份,2015-05-19,2015-05-27,2000,1800,13.25,14.46,0.8,2.65,0.26
532,300466,300466,赛摩电气,2015-05-19,2015-05-28,2000,1800,10.25,22.99,0.8,2.05,0.31
533,300463,300463,迈克生物,2015-05-19,2015-05-28,4650,3375,27.96,22.99,1.85,10.066,0.32
534,603598,732598,引力传媒,2015-05-19,2015-05-27,3334,3001,7.2,22.96,1.2,2.403,0.17
535,603885,732885,吉祥航空,2015-05-19,2015-05-27,6800,6120,11.18,22.98,2.0,7.607,0.31
536,002757,002757,南兴装备,2015-05-19,2015-05-27,2734,2461,12.94,22.98,1.05,3.5380000000000003,0.32
537,300468,300468,四方精创,2015-05-19,2015-05-27,2500,2250,18.76,22.98,1.0,4.69,0.27
538,300462,300462,华铭智能,2015-05-19,2015-05-27,1722,1550,14.25,22.97,0.5,2.454,0.35
