,broker,count,bamount,bcount,samount,scount,top3
1191,西藏东方财富证券股份有限公司北京平原里证券营业部,1,0.0,0,569.52,1,陇神戎发
1192,国信证券股份有限公司深圳南山科苑北路证券营业部,1,0.0,0,548.84,1,陇神戎发
1193,华泰证券股份有限公司浙江分公司,2,1185.34,1,552.3,1,"横河模具,龙蟠科技"
1194,国泰君安证券股份有限公司顺德大良证券营业部,2,5799.49,2,0.0,0,"津膜科技,横河模具"
1195,东兴证券股份有限公司武汉台北一路证券营业部,1,912.12,1,0.0,0,横河模具
1196,国融证券股份有限公司北京北辰东路证券营业部,1,0.0,0,473.6,1,横河模具
1197,东兴证券股份有限公司晋江和平路证券营业部,1,0.0,0,452.29,1,横河模具
1198,广发证券股份有限公司南宁凤翔路证券营业部,1,0.0,0,447.58,1,横河模具
1199,中航证券有限公司长沙韶山中路证券营业部,1,0.0,0,403.14,1,横河模具
1200,中国民族证券有限责任公司北京西坝河证券营业部,2,531.91,1,474.52,1,三超新材
1201,财富证券有限责任公司长沙八一路证券营业部,1,288.25,1,0.0,0,光莆股份
1202,申万宏源西部证券有限公司库尔勒滨河路证券营业部,2,636.33,1,291.98,1,"星云股份,光莆股份"
1203,长城证券股份有限公司成都天晖中街证券营业部,1,0.0,0,1063.47,1,长川科技
1204,安信证券股份有限公司广州花蕾路证券营业部,2,498.71,1,500.32,1,星云股份
1205,上海证券有限责任公司妙境路证券营业部,1,0.0,0,355.55,1,正元智慧
1206,联储证券有限责任公司郑州丰产路证券营业部,1,0.0,0,1.24,1,奥翔药业
1207,方正证券股份有限公司南京文澜路证券营业部,1,15.69,1,0.0,0,韦尔股份
1208,安信证券股份有限公司汕头红领巾路证券营业部,1,0.0,0,1.24,1,奥翔药业
1209,浙商证券股份有限公司衢州荷花中路证券营业部,1,0.0,0,1.48,1,韦尔股份
1210,方正证券股份有限公司贵阳中华中路证券营业部,1,0.0,0,1.24,1,奥翔药业
1211,财达证券股份有限公司天津江都路证券营业部,1,0.0,0,1.24,1,奥翔药业
1212,国金证券股份有限公司都江堰都江大道证券营业部,1,0.0,0,1.48,1,韦尔股份
1213,恒泰证券股份有限公司呼和浩特乌兰察布东街证券营业部,1,0.0,0,1.48,1,韦尔股份
1214,中国银河证券股份有限公司上海五莲路证券营业部,1,0.0,0,1.48,1,韦尔股份
1215,兴业证券股份有限公司客户资产管理部,2,10709.24,2,0.0,0,航天机电
1216,广发证券股份有限公司广州番禺环城东路证券营业部,1,513.12,1,0.0,0,航天机电
1217,中信证券股份有限公司四川分公司,3,0.0,0,8084.38,3,"迪贝电气,航天机电"
1218,爱建证券有限责任公司上海安国路证券营业部,1,1763.66,1,0.0,0,仰帆控股
1219,中银国际证券有限责任公司深圳彩田路证券营业部,1,431.07,1,0.0,0,仰帆控股
1220,申万宏源证券有限公司温州车站大道证券营业部,2,491.91,2,0.0,0,"中科创达,仰帆控股"
1221,中信证券(山东)有限责任公司青岛秦岭路证券营业部,1,0.0,0,1172.5,1,仰帆控股
1222,国元证券股份有限公司大连黄河路证券营业部,1,0.0,0,2794.48,1,太极实业
1223,东方证券股份有限公司成都建设路证券营业部,1,0.0,0,1052.11,1,仰帆控股
1224,海通证券股份有限公司苏州南园北路证券营业部,1,0.0,0,1359.75,1,太极实业
1225,招商证券股份有限公司深圳深南东路证券营业部,1,0.0,0,943.29,1,仰帆控股
1226,新时代证券股份有限公司北京东三环北路证券营业部,1,0.0,0,496.01,1,仰帆控股
1227,国泰君安证券股份有限公司潮州绿榕路证券营业部,1,0.0,0,1048.52,1,太极实业
1228,山西证券股份有限公司太原府西街证券营业部,2,2950.31,1,5520.04,1,航发动力
1229,开源证券股份有限公司西安长安南路证券营业部,1,1665.16,1,0.0,0,航发动力
1230,兴业证券股份有限公司上海金陵东路证券营业部,2,2300.86,1,2073.43,1,吴江银行
1231,国泰君安证券股份有限公司总部,4,642.06,3,6.5,1,"风神股份,寿仙谷,铁流股份,"
1232,招商证券股份有限公司上海牡丹江路证券营业部,2,0.0,0,4.6,2,"铁流股份,寿仙谷"
1233,国泰君安证券股份有限公司客户资产管理部,1,0.0,0,1.66,1,寿仙谷
1234,东吴证券股份有限公司昆山高新区前进西路证券营业部,1,0.0,0,1.66,1,寿仙谷
1235,东北证券股份有限公司吉林遵义东路证券营业部,1,0.0,0,1.66,1,寿仙谷
1236,申万宏源证券有限公司国际部,1,1177.36,1,0.0,0,清源股份
1237,海通证券股份有限公司成都人民西路营业部,1,948.55,1,0.0,0,清源股份
1238,国泰君安证券股份有限公司南昌象山北路证券营业部,1,1421.48,1,0.0,0,银龙股份
1239,爱建证券有限责任公司武汉公正路证券营业部,1,0.0,0,2026.02,1,银龙股份
1240,信达证券股份有限公司营口营港路证券营业部,1,34.99,1,0.0,0,铁流股份
1241,中泰证券股份有限公司济南第一大道证券营业部,1,0.0,0,2.94,1,铁流股份
1242,华泰证券股份有限公司上海西藏南路证券营业部,1,0.0,0,2.94,1,铁流股份
1243,东海证券股份有限公司偃师华夏路证券营业部,1,0.0,0,2.94,1,铁流股份
1244,湘财证券股份有限公司杭州文二西路证券营业部,1,0.0,0,2.94,1,铁流股份
1245,宏信证券有限责任公司成都人民南路证券营业部,1,12.18,1,0.0,0,韦尔股份
1246,海通证券股份有限公司武汉赵家条证券营业部,1,380.17,1,0.0,0,新日股份
1247,德邦证券股份有限公司上海凉城路证券营业部,2,101.38,1,3.4,1,"迪贝电气,太龙照明"
1248,中航证券有限公司郑州嵩山南路证券营业部,1,0.0,0,5.06,1,迪贝电气
1249,申万宏源西部证券有限公司克拉玛依准噶尔路证券营业部,1,0.0,0,2.53,1,迪贝电气
1250,东吴证券股份有限公司吴江平望证券营业部,1,88.29,1,0.0,0,茂业商业
1251,中泰证券股份有限公司长沙万家丽路证券营业部,1,83.9,1,0.0,0,茂业商业
1252,招商证券股份有限公司上海世纪大道证券营业部,2,38.59,1,584.67,1,"力盛赛车,茂业商业"
1253,海通证券股份有限公司青岛九水东路证券营业部,1,28.86,1,0.0,0,茂业商业
1254,东方证券股份有限公司,1,12714.3,1,0.0,0,鹏博士
1255,德邦证券股份有限公司,1,1026.38,1,0.0,0,鹏博士
1256,中国中投证券有限责任公司成都琉璃路华润广场证券营业部,1,0.0,0,140.28,1,茂业商业
1257,西藏东方财富证券股份有限公司,1,782.53,1,0.0,0,鹏博士
1258,申万宏源证券有限公司,1,188.2,1,0.0,0,鹏博士
1259,华泰证券股份有限公司北京月坛南街证券营业部,1,3014.66,1,0.0,0,八一钢铁
1260,财通证券股份有限公司杭州文二西路证券营业部,1,0.0,0,1.36,1,奥翔药业
1261,申万宏源西部证券有限公司乌鲁木齐新华南路证券营业部,1,0.0,0,0.96,1,金石资源
1262,国泰君安证券股份有限公司芒市阔时路证券营业部,1,0.0,0,1.36,1,奥翔药业
1263,平安证券股份有限公司浙江分公司,1,0.0,0,0.96,1,金石资源
1264,广发证券股份有限公司上海东方路证券营业部,1,937.99,1,0.0,0,连云港
1265,长江证券股份有限公司武汉蔡甸大街证券营业部,2,1563.02,2,0.0,0,风神股份
1266,德邦证券股份有限公司沈阳文化路证券营业部,1,348.4,1,0.0,0,风神股份
1267,中国银河证券股份有限公司海口滨海大道证券营业部,1,262.47,1,0.0,0,风神股份
1268,安信证券股份有限公司北京东升科技园证券营业部,1,0.0,0,563.82,1,风神股份
1269,中国银河证券股份有限公司长沙解放中路证券营业部,1,0.0,0,376.88,1,风神股份
1270,财达证券股份有限公司石家庄裕华西路证券营业部,1,0.0,0,233.91,1,风神股份
1271,国泰君安证券股份有限公司平顶山长安大道证券营业部,1,573.8,1,0.0,0,龙蟠科技
1272,东海证券股份有限公司南京长江路证券营业部,1,1195.74,1,0.0,0,茂业商业
1273,国都证券股份有限公司成都天益街证券营业部,1,1144.92,1,0.0,0,茂业商业
1274,光大证券股份有限公司上海张杨路证券营业部（原上海浦东南路证券营业部）,2,0.0,0,3343.56,2,"焦作万方,龙蟠科技"
1275,东方证券股份有限公司温州信河街证券营业部,1,655.88,1,0.0,0,茂业商业
1276,国联证券股份有限公司上海邯郸路证券营业部,1,552.53,1,0.0,0,茂业商业
1277,中国银河证券股份有限公司杭州艮山西路证券营业部,1,0.0,0,549.38,1,龙蟠科技
1278,中信证券（山东）有限责任公司青岛总部证券营业部,2,0.0,0,1602.37,2,"博深工具,中持股份"
1279,国海证券股份有限公司福州五四路证券营业部,1,683.6,1,0.0,0,南宁百货
1280,光大证券股份有限公司东莞运河东一路证券营业部,1,252.6,1,0.0,0,南宁百货
1281,华安证券股份有限公司明光明珠大道证券营业部,1,156.97,1,0.0,0,南宁百货
1282,浙商证券股份有限公司南宁金湖路证券营业部,1,152.15,1,0.0,0,南宁百货
1283,信达证券股份有限公司厦门分公司,1,0.0,0,873.52,1,南宁百货
1284,光大证券股份有限公司深圳新园路营业部,2,0.0,0,1437.17,2,"风神股份,南宁百货"
1285,中泰证券股份有限公司大连鲁迅路证券营业部,2,908.59,1,956.98,1,中航黑豹
1286,国盛证券有限责任公司福州福马路证券营业部,1,0.0,0,506.12,1,南宁百货
1287,国海证券股份有限公司梧州大学路证券营业部,1,0.0,0,437.47,1,南宁百货
1288,国盛证券有限责任公司武汉京汉大道证券营业部,1,0.0,0,1993.35,1,中航黑豹
1289,国海证券股份有限公司客户资产管理部,1,0.0,0,387.81,1,南宁百货
1290,中原证券股份有限公司洛阳分公司,1,0.0,0,986.99,1,中航黑豹
1291,中银国际证券有限责任公司大连黄河路证券营业部,1,0.0,0,561.73,1,中航黑豹
1292,华鑫证券有限责任公司广州广州大道中证券营业部,1,0.21,1,0.0,0,先达股份
1293,上海证券有限责任公司堡镇证券营业部,1,0.0,0,2.54,1,先达股份
1294,海通证券股份有限公司大连天津街证券营业部,1,0.0,0,2.54,1,先达股份
1295,国联证券股份有限公司无锡新区长江北路证券营业部,1,0.0,0,2.54,1,先达股份
1296,西南证券股份有限公司上海普陀区平利路证券营业部,1,0.0,0,2.54,1,先达股份
1297,爱建证券有限责任公司上海曲阳路证券营业部,1,53.44,1,0.0,0,金能科技
1298,国信证券股份有限公司重庆红锦大道证券营业部,2,0.16,1,0.95,1,"金能科技,杭州园林"
1299,光大证券股份有限公司北京月坛北街证券营业部,1,0.0,0,2.89,1,金能科技
1300,英大证券有限责任公司深圳华侨城证券营业部,1,0.0,0,1.93,1,金能科技
1301,万联证券有限责任公司广州东风中路证券营业部,1,1238.04,1,0.0,0,博天环境
1302,中国国际金融股份有限公司大连港兴路证券营业部,1,873.17,1,0.0,0,吴江银行
1303,海通证券股份有限公司安庆湖心北路证券营业部,1,0.0,0,431.7,1,博天环境
1304,东北证券股份有限公司上海洪山路证券营业部,1,830.37,1,0.0,0,吴江银行
1305,华泰证券股份有限公司南京止马营证券营业部,1,758.1,1,0.0,0,吴江银行
1306,国泰君安证券股份有限公司上海九江路证券营业部,1,0.0,0,964.42,1,博天环境
1307,国泰君安证券股份有限公司扬州扬子江中路证券营业部,1,0.0,0,802.23,1,博天环境
1308,海通证券股份有限公司徐州中山北路证券营业部,1,42.36,1,0.0,0,鸣志电器
1309,方正证券股份有限公司北京玉带河东街证券营业部,1,24.13,1,0.0,0,金石资源
1310,海通证券股份有限公司太仓人民南路证券营业部,1,15.81,1,0.0,0,鸣志电器
1311,长城证券股份有限公司唐山北新西道证券营业部,1,0.0,0,1.96,1,鸣志电器
1312,国泰君安证券股份有限公司上海松江中山东路证券营业部,1,566.33,1,0.0,0,恒润股份
1313,上海证券有限责任公司乐都路证券营业部,1,0.0,0,1665.51,1,风神股份
1314,申万宏源证券有限公司资产管理事业部,1,0.0,0,663.9,1,风神股份
1315,安信证券股份有限公司汕尾海丰证券营业部,1,993.41,1,0.0,0,柳钢股份
1316,华西证券股份有限公司绵阳安昌路证券营业部,1,565.14,1,0.0,0,航天机电
1317,新时代证券股份有限公司苏州白塔西路证券营业部,1,488.53,1,0.0,0,云赛智联
1318,中泰证券股份有限公司舟山环城西路证券营业部,1,406.03,1,0.0,0,云赛智联
1319,财达证券股份有限公司石家庄广安大街证券营业部,1,247.8,1,0.0,0,云赛智联
1320,中国银河证券股份有限公司上海浦东新区源深路证券营业部,2,1797.99,2,0.0,0,国际医学
1321,国信证券股份有限公司厦门金钟路证券营业部,1,646.21,1,0.0,0,国际医学
1322,国泰君安证券股份有限公司深圳上步中路证券营业部,2,903.72,1,1777.39,1,"钧达股份,红太阳"
1323,国信证券股份有限公司陕西分公司,2,0.0,0,3425.68,2,国际医学
1324,安信证券股份有限公司汕头澄海证券营业部,1,0.0,0,1225.07,1,中成股份
1325,长江证券股份有限公司海南分公司,2,2863.01,1,2375.52,1,冀东水泥
1326,华融证券股份有限公司北京金融大街证券营业部,1,0.0,0,8880.15,1,冀东水泥
1327,招商证券股份有限公司深圳布吉罗岗路证券营业部,1,0.0,0,623.89,1,中成股份
1328,平安证券股份有限公司上海零陵路证券营业部,1,0.0,0,5146.98,1,冀东水泥
1329,平安证券股份有限公司乌鲁木齐人民路证券营业部,1,0.0,0,600.09,1,中成股份
1330,湘财证券股份有限公司福州东街证券营业部,2,1026.16,1,935.08,1,*ST中富
1331,中泰证券股份有限公司杭州求是路证券营业部,2,51.58,1,309.54,1,"北部湾港,*ST中富"
1332,中国民族证券有限责任公司鞍山湖南街证券营业部,1,497.67,1,0.0,0,*ST中富
1333,山西证券股份有限公司太原解放北路证券营业部,1,48.97,1,0.0,0,北部湾港
1334,中信证券股份有限公司上海嘉定证券营业部,1,44.87,1,0.0,0,北部湾港
1335,申万宏源证券有限公司南昌南京东路证券营业部,1,329.42,1,0.0,0,*ST中富
1336,华融证券股份有限公司重庆江北证券营业部,1,0.0,0,201.1,1,北部湾港
1337,华龙证券股份有限公司兰州民主东路证券营业部,1,0.0,0,1179.71,1,*ST中富
1338,中信证券股份有限公司平湖建国北路证券营业部,1,0.0,0,194.39,1,北部湾港
1339,东海证券股份有限公司焦作建设西路证券营业部,1,272.32,1,0.0,0,焦作万方
1340,申万宏源西部证券有限公司天津滨海新区黄海路证券营业部,1,963.06,1,0.0,0,渤海股份
1341,兴业证券股份有限公司青岛分公司,1,208.4,1,0.0,0,焦作万方
1342,中信建投证券股份有限公司上海五莲路证券营业部,1,0.0,0,2778.38,1,焦作万方
1343,东海证券股份有限公司常州通江中路证券营业部,1,0.0,0,363.09,1,焦作万方
1344,万和证券股份有限公司上海分公司,1,672.82,1,0.0,0,陕西金叶
1345,华泰证券股份有限公司深圳龙岗黄阁北路证券营业部,1,536.63,1,0.0,0,石化机械
1346,兴业证券股份有限公司厦门分公司,2,595.22,1,596.78,1,陕西金叶
1347,广发证券股份有限公司郑州农业路营业部,2,568.15,1,529.42,1,陕西金叶
1348,浙商证券股份有限公司郑州黄河路证券营业部,1,3333.31,1,0.0,0,正虹科技
1349,东莞证券股份有限公司厦门枋湖东路证券营业部,1,2490.69,1,0.0,0,正虹科技
1350,中原证券股份有限公司新安磁河路证券营业部,1,1223.64,1,0.0,0,正虹科技
1351,中国民族证券有限责任公司北京彩和坊路证券营业部,1,0.0,0,8148.08,1,冀东装备
1352,华泰证券股份有限公司郑州经三路证券营业部,1,0.0,0,2806.27,1,正虹科技
1353,中信证券（山东）有限责任公司青岛南京路证券营业部,1,196.85,1,0.0,0,升达林业
1354,光大证券股份有限公司上海宝山华和路证券营业部,1,0.0,0,547.7,1,升达林业
1355,中国中投证券有限责任公司晋江迎宾路证券营业部,1,360.32,1,0.0,0,湘潭电化
1356,华创证券有限责任公司贵阳金阳大道证券营业部,1,2415.38,1,0.0,0,信邦制药
1357,中信证券股份有限公司杭州朝晖路证券营业部,1,178.08,1,0.0,0,湘潭电化
1358,招商证券股份有限公司北京光明路证券营业部,2,2290.4,1,2898.01,1,"信邦制药,津膜科技"
1359,方正证券股份有限公司长沙黄兴中路证券营业部,1,173.63,1,0.0,0,湘潭电化
1360,中信证券股份有限公司杭州庆春路证券营业部,1,706.28,1,0.0,0,信邦制药
1361,申万宏源证券有限公司上海闵行区吴中路证券营业部,1,0.0,0,846.41,1,湘潭电化
1362,国融证券股份有限公司成都东大街证券营业部,1,1326.62,1,0.0,0,博深工具
1363,广发证券股份有限公司上海水清南路证券营业部,1,0.0,0,1185.08,1,信邦制药
1364,国元证券股份有限公司宣城叠嶂西路证券营业部,1,1008.19,1,0.0,0,博深工具
1365,申万宏源证券有限公司上海浦东新区临沂路证券营业部,1,200.39,1,0.0,0,达意隆
1366,申万宏源西部证券有限公司乌鲁木齐解放南路证券营业部,1,0.0,0,1075.5,1,博深工具
1367,浙商证券股份有限公司宁波四明中路证券营业部,2,179.31,1,1260.2,1,"达意隆,太空板业"
1368,中原证券股份有限公司西安未央路证券营业部,1,0.0,0,768.63,1,博深工具
1369,安信证券股份有限公司常州延陵东路证券营业部,1,0.0,0,1942.75,1,达意隆
1370,兴业证券股份有限公司台州分公司,1,0.0,0,342.09,1,达意隆
1371,中信证券股份有限公司杭州杭大路证券营业部,1,0.0,0,306.42,1,达意隆
1372,国信证券股份有限公司广州天河北路证券营业部,1,2553.58,1,0.0,0,中泰桥梁
1373,招商证券股份有限公司天津开发区第三大街证券营业部,1,0.0,0,410.75,1,中泰桥梁
1374,广发证券股份有限公司汕头梅溪东路证券营业部,1,0.0,0,355.74,1,中泰桥梁
1375,华林证券股份有限公司宁波惊驾路证券营业部,1,941.27,1,0.0,0,好利来
1376,首创证券有限责任公司宁波日丽中路证券营业部,2,770.15,1,454.56,1,好利来
1377,首创证券有限责任公司重庆渝北区洪湖东路证券营业部,1,598.44,1,0.0,0,好利来
1378,天风证券股份有限公司上海芳甸路证券营业部,3,1846.79,3,0.0,0,"新宏泽,陇神戎发,第一创业"
1379,长江证券股份有限公司慈溪新城大道证券营业部,2,533.4,1,448.22,1,好利来
1380,中航证券有限公司南京中央北路证券营业部,1,367.43,1,0.0,0,好利来
1381,山西证券股份有限公司太原平阳路证券营业部,1,183.2,1,0.0,0,第一创业
1382,中航证券有限公司深圳春风路证券营业部,1,0.0,0,512.35,1,好利来
1383,广发证券股份有限公司上海西藏南路证券营业部,1,135.75,1,0.0,0,第一创业
1384,第一创业证券股份有限公司北京新街口北大街证券营业部,1,0.0,0,10327.4,1,第一创业
1385,万联证券有限责任公司北京上地创业路证券营业部,1,0.0,0,3656.67,1,第一创业
1386,国元证券股份有限公司上海周家嘴路证券营业部,1,589.04,1,0.0,0,新宏泽
1387,中信证券股份有限公司北京天通苑证券营业部,1,0.0,0,766.17,1,新宏泽
1388,国金证券股份有限公司上海浦东新区芳甸路证券营业部,1,1418.24,1,0.0,0,张家港行
1389,东北证券股份有限公司长春西安大路证券营业部,1,857.44,1,0.0,0,力盛赛车
1390,西部证券股份有限公司潍坊东风东街证券营业部,1,519.03,1,0.0,0,力盛赛车
1391,中国银河证券股份有限公司马鞍山湖东中路证券营业部,1,384.15,1,0.0,0,力盛赛车
1392,长江证券股份有限公司成都光华村街证券营业部,1,817.19,1,0.0,0,传艺科技
1393,国泰君安证券股份有限公司上海陆家嘴东路证券营业部,1,744.81,1,0.0,0,传艺科技
1394,方正证券股份有限公司苍南站前大道证券营业部,1,491.06,1,0.0,0,传艺科技
1395,恒泰证券股份有限公司瑞安拱瑞山路证券营业部,1,0.0,0,346.81,1,传艺科技
1396,国泰君安证券股份有限公司临沂沂蒙路证券营业部,1,0.0,0,1.11,1,伟隆股份
1397,申万宏源证券有限公司南京山西路证券营业部,1,0.0,0,1.11,1,伟隆股份
1398,世纪证券有限责任公司赣州金钻广场证券营业部,1,0.0,0,1.11,1,伟隆股份
1399,华鑫证券有限责任公司北京平安大街证券营业部,1,873.94,1,0.0,0,绿康生化
1400,国泰君安证券股份有限公司深圳深南东路证券营业部,1,435.22,1,0.0,0,绿康生化
1401,中国中投证券有限责任公司深圳坪山和平路证券营业部,1,430.96,1,0.0,0,绿康生化
1402,恒泰证券股份有限公司福州北环中路证券营业部,1,327.65,1,0.0,0,海默科技
1403,国联证券股份有限公司北京首体南路证券营业部,1,267.43,1,0.0,0,海默科技
1404,海通证券股份有限公司丹阳东方路证券营业部,1,151.1,1,0.0,0,海默科技
1405,东兴证券股份有限公司福州江厝路证券营业部,1,0.0,0,2723.21,1,海默科技
1406,东方证券股份有限公司南京进香河路证券营业部,1,0.0,0,687.29,1,海默科技
1407,上海证券有限责任公司温州谢池商城证券营业部,1,493.45,1,0.0,0,易华录
1408,中航证券有限公司北京慧忠路证券营业部,1,415.01,1,0.0,0,易华录
1409,信达证券股份有限公司上海灵山路证券营业部,1,0.0,0,1265.08,1,易华录
1410,光大证券股份有限公司西宁黄河路证券营业部,1,0.0,0,660.57,1,易华录
1411,山西证券股份有限公司天津长江道证券营业部,1,0.0,0,27540.0,1,津膜科技
1412,华西证券股份有限公司上海曲阳路证券营业部,2,1583.93,1,531.71,1,"太空板业,浩丰科技"
1413,东方证券股份有限公司上海浦东新区牡丹路证券营业部,1,1197.64,1,0.0,0,太空板业
1414,第一创业证券股份有限公司上海长清路证券营业部,2,498.07,1,824.47,1,恒通科技
1415,申万宏源证券有限公司上海黄浦区陆家浜路证券营业部,2,278.67,1,211.53,1,恒通科技
1416,中信证券股份有限公司北京国贸证券营业部,1,0.0,0,388.6,1,恒通科技
1417,东兴证券股份有限公司北京北四环中路证券营业部,1,3171.92,1,0.0,0,浩丰科技
1418,中国银河证券股份有限公司石家庄红旗大街证券营业部,1,1254.11,1,0.0,0,浩丰科技
1419,恒泰证券股份有限公司广州珠江西路证券营业部,1,639.07,1,0.0,0,浩丰科技
1420,中银国际证券有限责任公司石家庄新华路证券营业部,1,478.67,1,0.0,0,浩丰科技
1421,东莞证券股份有限公司东莞凤岗证券营业部,1,0.0,0,910.88,1,浩丰科技
1422,上海证券有限责任公司瑞安罗阳大道证券营业部,1,144.56,1,0.0,0,高伟达
1423,华安证券股份有限公司淮南朝阳西路证券营业部,1,131.74,1,0.0,0,高伟达
1424,安信证券股份有限公司北京中关村南大街证券营业部,1,0.0,0,2552.66,1,高伟达
1425,长江证券股份有限公司济南经十路证券营业部,1,0.0,0,1078.95,1,高伟达
1426,东吴证券股份有限公司昆山环城北路证券营业部,1,0.0,0,3.16,1,友讯达
1427,中信证券股份有限公司金华中山路证券营业部,1,0.0,0,290.88,1,高伟达
1428,东海证券股份有限公司上海长顺路证券营业部,1,0.0,0,188.28,1,高伟达
1429,东兴证券股份有限公司新疆分公司,1,0.0,0,3.16,1,友讯达
1430,光大证券股份有限公司昆明人民中路证券营业部,1,292.89,1,0.0,0,中科创达
1431,上海证券有限责任公司深圳福虹路证券营业部,1,0.0,0,847.38,1,中科创达
1432,浙商证券股份有限公司湖州双子大厦证券营业部,3,3949.41,3,0.0,0,"陇神戎发,乐心医疗"
1433,宏信证券有限责任公司上海崂山东路证券营业部,1,15.85,1,0.0,0,万通智控
1434,招商证券股份有限公司晋江和平中路证券营业部,1,7.09,1,0.0,0,万通智控
1435,广发证券股份有限公司惠州下埔路证券营业部,1,0.0,0,0.87,1,万通智控
1436,安信证券股份有限公司韶关曲江韶钢大道证券营业部,1,0.0,0,0.45,1,万通智控
1437,长城证券股份有限公司西安沣镐东路证券营业部,1,0.0,0,0.45,1,万通智控
1438,广发证券股份有限公司江门万达广场证券营业部,2,3437.26,1,625.93,1,乐心医疗
1439,长江证券股份有限公司南昌赣江中大道证券营业部,1,0.0,0,0.45,1,万通智控
1440,华泰证券股份有限公司深圳竹子林四路证券营业部,1,20.18,1,0.0,0,超频三
1441,安信证券股份有限公司北京复兴门外大街证券营业部,1,0.0,0,1.14,1,超频三
1442,财富证券有限责任公司长沙曙光中路证券营业部,1,0.0,0,1.14,1,超频三
1443,长城证券股份有限公司武汉云林街证券营业部,1,0.0,0,1.14,1,超频三
1444,中泰证券股份有限公司厦门嘉禾路证券营业部,1,649.09,1,0.0,0,三超新材
1445,海通证券股份有限公司西安西新街证券营业部,1,444.01,1,0.0,0,三超新材
1446,中信证券股份有限公司苏州苏雅路证券营业部,1,0.0,0,277.94,1,三超新材
1447,华创证券有限责任公司六枝那平路证券营业部,1,0.0,0,0.95,1,杭州园林
1448,华龙证券股份有限公司兰州七里河证券营业部,1,0.0,0,0.95,1,杭州园林
1449,华融证券股份有限公司上海华山路证券营业部,1,0.0,0,0.95,1,杭州园林
1450,华安证券股份有限公司合肥长江中路证券营业部,1,0.0,0,3.2,1,太龙照明
1451,渤海证券股份有限公司上海虹口区大连路证券营业部,1,0.0,0,1.78,1,太龙照明
1452,广发证券股份有限公司北京阜成门南大街证券营业部,1,0.0,0,2.43,1,太龙照明
1453,国都证券股份有限公司上海长阳路证券营业部,1,0.0,0,1.19,1,金陵体育
1454,平安证券股份有限公司四川分公司,1,0.0,0,1.19,1,金陵体育
1455,中国银河证券股份有限公司上海中山北路证券营业部,1,0.0,0,1.19,1,金陵体育
1456,长江证券股份有限公司宜昌云集路证券营业部,1,0.0,0,1.09,1,金陵体育
