,date,bank,ON_B,ON_A,1W_B,1W_A,2W_B,2W_A,1M_B,1M_A,3M_B,3M_A,6M_B,6M_A,9M_B,9M_A,1Y_B,1Y_A
37,2014-01-06,农业银行,2.92,2.92,4.67,4.67,5.43,5.43,6.48,6.48,5.6,5.6,5.09,5.09,5.08,5.08,5.05,5.05
38,2014-01-06,中国银行,2.92,2.92,4.62,4.62,5.44,5.44,6.35,6.35,5.55,5.55,5.05,5.05,5.08,5.08,5.1,5.1
39,2014-01-06,建设银行,2.92,2.92,4.63,4.63,5.1,5.1,5.7,5.7,5.54,5.54,4.49,4.49,4.5,4.5,4.6,4.6
40,2014-01-06,交通银行,2.92,2.92,4.63,4.63,5.45,5.45,6.505,6.505,5.8,5.8,4.9459,4.9459,4.9667,4.9667,4.9838,4.9838
41,2014-01-06,招商银行,2.92,2.92,4.63,4.63,5.42,5.42,6.5,6.5,5.56,5.56,4.94,4.94,4.96,4.96,4.975,4.975
42,2014-01-06,中信银行,2.92,2.92,4.63,4.63,5.42,5.42,6.17,6.17,5.4,5.4,5.0,5.0,5.05,5.05,5.1,5.1
43,2014-01-06,光大银行,2.92,2.92,4.63,4.63,5.43,5.43,6.5,6.5,5.6,5.6,4.95,4.95,4.97,4.97,4.99,4.99
44,2014-01-06,兴业银行,2.91,2.91,4.63,4.63,5.42,5.42,5.95,5.95,5.6,5.6,5.2,5.2,5.1,5.1,5.0,5.0
45,2014-01-06,浦发银行,2.92,2.92,4.7,4.7,5.5,5.5,6.5,6.5,5.57,5.57,4.9372,4.9372,4.9566,4.9566,4.9741,4.9741
46,2014-01-06,北京银行,2.91,2.91,4.6,4.6,5.45,5.45,6.5,6.5,5.56,5.56,4.93,4.93,4.95,4.95,4.97,4.97
47,2014-01-06,上海银行,2.92,2.92,4.65,4.65,5.43,5.43,6.5,6.5,5.572,5.572,4.943,4.943,4.962,4.962,4.981,4.981
48,2014-01-06,汇丰中国,2.92,2.92,4.63,4.63,5.43,5.43,6.5,6.5,5.7,5.7,4.94,4.94,4.96,4.96,4.98,4.98
49,2014-01-06,渣打银行,2.92,2.92,4.6,4.6,5.44,5.44,6.5,6.5,5.57,5.57,4.94,4.94,4.96,4.96,4.98,4.98
50,2014-01-06,华夏银行,2.92,2.92,4.62,4.62,5.44,5.44,6.51,6.51,5.57,5.57,4.94,4.94,4.965,4.965,4.98,4.98
51,2014-01-06,广发银行,2.92,2.92,4.61,4.61,5.44,5.44,6.4,6.4,5.57,5.57,4.94,4.94,4.96,4.96,4.98,4.98
52,2014-01-06,邮储银行,2.92,2.92,4.65,4.65,5.41,5.41,6.5,6.5,5.6,5.6,5.1,5.1,5.0,5.0,5.0,5.0
53,2014-01-06,国开行,2.93,2.93,4.65,4.65,5.43,5.43,6.39,6.39,5.4,5.4,4.2,4.2,4.27,4.27,4.4,4.4
54,2014-01-07,工商银行,2.88,2.88,4.27,4.27,5.28,5.28,5.92,5.92,5.56,5.56,4.93,4.93,4.95,4.95,4.97,4.97
55,2014-01-07,农业银行,2.86,2.86,4.24,4.24,5.08,5.08,5.93,5.93,5.6,5.6,5.09,5.09,5.08,5.08,5.05,5.05
56,2014-01-07,中国银行,2.88,2.88,4.27,4.27,5.06,5.06,5.92,5.92,5.55,5.55,5.05,5.05,5.08,5.08,5.1,5.1
57,2014-01-07,建设银行,2.87,2.87,4.25,4.25,5.08,5.08,5.7,5.7,5.52,5.52,4.49,4.49,4.5,4.5,4.6,4.6
58,2014-01-07,交通银行,2.87,2.87,4.23,4.23,5.08,5.08,5.95,5.95,5.8,5.8,4.9546,4.9546,4.973,4.973,4.9891,4.9891
59,2014-01-07,招商银行,2.86,2.86,4.24,4.24,5.08,5.08,5.92,5.92,5.57,5.57,4.945,4.945,4.965,4.965,4.98,4.98
60,2014-01-07,中信银行,2.86,2.86,4.21,4.21,5.06,5.06,5.93,5.93,5.4,5.4,5.0,5.0,5.05,5.05,5.1,5.1
61,2014-01-07,光大银行,2.88,2.88,4.24,4.24,5.08,5.08,5.92,5.92,5.6,5.6,4.95,4.95,4.97,4.97,4.99,4.99
62,2014-01-07,兴业银行,2.85,2.85,4.24,4.24,5.03,5.03,5.92,5.92,5.6,5.6,5.2,5.2,5.1,5.1,5.0,5.0
63,2014-01-07,浦发银行,2.9,2.9,4.3,4.3,5.1,5.1,6.5,6.5,5.57,5.57,4.9459,4.9459,4.9644,4.9644,4.9811,4.9811
64,2014-01-07,北京银行,2.89,2.89,4.27,4.27,5.06,5.06,5.92,5.92,5.57,5.57,4.95,4.95,4.96,4.96,4.98,4.98
65,2014-01-07,上海银行,2.88,2.88,4.3,4.3,5.08,5.08,5.93,5.93,5.58,5.58,4.951,4.951,4.971,4.971,4.989,4.989
66,2014-01-07,汇丰中国,2.88,2.88,4.27,4.27,5.07,5.07,5.93,5.93,5.7,5.7,4.95,4.95,4.97,4.97,4.99,4.99
67,2014-01-07,渣打银行,2.89,2.89,4.28,4.28,5.05,5.05,5.7,5.7,5.57,5.57,4.95,4.95,4.97,4.97,4.98,4.98
68,2014-01-07,华夏银行,2.86,2.86,4.3,4.3,5.08,5.08,5.92,5.92,5.57,5.57,4.95,4.95,4.97,4.97,4.99,4.99
69,2014-01-07,广发银行,2.89,2.89,4.27,4.27,5.05,5.05,5.93,5.93,5.57,5.57,4.94,4.94,4.96,4.96,4.98,4.98
70,2014-01-07,邮储银行,2.88,2.88,4.27,4.27,5.07,5.07,5.93,5.93,5.6,5.6,5.1,5.1,5.0,5.0,5.0,5.0
71,2014-01-07,国开行,2.87,2.87,4.23,4.23,5.08,5.08,5.93,5.93,5.4,5.4,4.2,4.2,4.27,4.27,4.4,4.4
72,2014-01-08,工商银行,2.84,2.84,4.1,4.1,4.97,4.97,5.65,5.65,5.56,5.56,4.93,4.93,4.95,4.95,4.97,4.97
73,2014-01-08,农业银行,2.83,2.83,4.13,4.13,4.92,4.92,5.65,5.65,5.6,5.6,5.09,5.09,5.08,5.08,5.05,5.05
74,2014-01-08,中国银行,2.83,2.83,4.1,4.1,4.92,4.92,5.65,5.65,5.58,5.58,5.05,5.05,5.08,5.08,5.1,5.1
75,2014-01-08,建设银行,2.83,2.83,4.05,4.05,4.9,4.9,5.55,5.55,5.5,5.5,4.49,4.49,4.5,4.5,4.6,4.6
76,2014-01-08,交通银行,2.835,2.835,4.14,4.14,4.94,4.94,5.8,5.8,5.8,5.8,4.9614,4.9614,4.9761,4.9761,4.9923,4.9923
77,2014-01-08,招商银行,2.83,2.83,4.12,4.12,4.92,4.92,5.65,5.65,5.57,5.57,4.95,4.95,4.97,4.97,4.985,4.985
78,2014-01-08,中信银行,2.82,2.82,4.11,4.11,4.92,4.92,5.65,5.65,5.4,5.4,5.0,5.0,5.05,5.05,5.1,5.1
79,2014-01-08,光大银行,2.83,2.83,4.12,4.12,4.93,4.93,5.65,5.65,5.6,5.6,4.95,4.95,4.97,4.97,4.99,4.99
80,2014-01-08,兴业银行,2.82,2.82,4.26,4.26,4.93,4.93,5.75,5.75,5.6,5.6,5.2,5.2,5.1,5.1,5.0,5.0
81,2014-01-08,浦发银行,2.82,2.82,4.3,4.3,5.0,5.0,6.5,6.5,5.58,5.58,4.9533,4.9533,4.9702,4.9702,4.986,4.986
82,2014-01-08,北京银行,2.83,2.83,4.13,4.13,4.96,4.96,5.65,5.65,5.57,5.57,4.95,4.95,4.97,4.97,4.98,4.98
83,2014-01-08,上海银行,2.83,2.83,4.13,4.13,4.93,4.93,5.66,5.66,5.581,5.581,4.96,4.96,4.976,4.976,4.991,4.991
84,2014-01-08,汇丰中国,2.83,2.83,4.13,4.13,4.92,4.92,5.65,5.65,5.7,5.7,4.96,4.96,4.97,4.97,4.99,4.99
85,2014-01-08,渣打银行,2.84,2.84,4.12,4.12,4.96,4.96,5.65,5.65,5.58,5.58,4.95,4.95,4.97,4.97,4.99,4.99
86,2014-01-08,华夏银行,2.83,2.83,4.13,4.13,4.93,4.93,5.65,5.65,5.58,5.58,4.95,4.95,4.97,4.97,4.99,4.99
87,2014-01-08,广发银行,2.84,2.84,4.12,4.12,4.92,4.92,5.65,5.65,5.58,5.58,4.95,4.95,4.97,4.97,4.99,4.99
88,2014-01-08,邮储银行,2.83,2.83,4.13,4.13,4.93,4.93,5.65,5.65,5.6,5.6,5.1,5.1,5.0,5.0,5.0,5.0
89,2014-01-08,国开行,2.83,2.83,4.14,4.14,4.92,4.92,5.65,5.65,5.4,5.4,4.2,4.2,4.27,4.27,4.4,4.4
90,2014-01-09,工商银行,2.8,2.8,4.03,4.03,4.85,4.85,6.3,6.3,5.58,5.58,4.95,4.95,4.97,4.97,4.99,4.99
91,2014-01-09,农业银行,2.78,2.78,4.01,4.01,4.78,4.78,6.29,6.29,5.6,5.6,5.09,5.09,5.08,5.08,5.05,5.05
92,2014-01-09,中国银行,2.8,2.8,4.02,4.02,4.8,4.8,6.25,6.25,5.59,5.59,5.05,5.05,5.08,5.08,5.1,5.1
93,2014-01-09,建设银行,2.79,2.79,4.02,4.02,4.8,4.8,5.55,5.55,5.5,5.5,4.49,4.49,4.5,4.5,4.6,4.6
94,2014-01-09,交通银行,2.8,2.8,4.02,4.02,4.8,4.8,6.335,6.335,5.8,5.8,4.9629,4.9629,4.9779,4.9779,4.9942,4.9942
95,2014-01-09,招商银行,2.79,2.79,4.01,4.01,4.78,4.78,6.34,6.34,5.58,5.58,4.955,4.955,4.97,4.97,4.99,4.99
96,2014-01-09,中信银行,2.79,2.79,4.02,4.02,4.78,4.78,6.3,6.3,5.4,5.4,5.0,5.0,5.05,5.05,5.1,5.1
97,2014-01-09,光大银行,2.79,2.79,4.02,4.02,4.8,4.8,6.3,6.3,5.6,5.6,4.96,4.96,4.97,4.97,4.99,4.99
98,2014-01-09,兴业银行,2.79,2.79,4.01,4.01,4.79,4.79,5.95,5.95,5.55,5.55,5.15,5.15,5.09,5.09,5.0,5.0
99,2014-01-09,浦发银行,2.79,2.79,4.05,4.05,4.95,4.95,6.6,6.6,5.58,5.58,4.9577,4.9577,4.9736,4.9736,4.9897,4.9897
100,2014-01-09,北京银行,2.8,2.8,4.02,4.02,4.82,4.82,6.33,6.33,5.58,5.58,4.96,4.96,4.98,4.98,5.0,5.0
101,2014-01-09,上海银行,2.8,2.8,4.02,4.02,4.8,4.8,6.33,6.33,5.587,5.587,4.964,4.964,4.979,4.979,4.995,4.995
102,2014-01-09,汇丰中国,2.79,2.79,4.02,4.02,4.81,4.81,6.33,6.33,5.7,5.7,4.96,4.96,4.97,4.97,4.99,4.99
103,2014-01-09,渣打银行,2.8,2.8,4.02,4.02,4.73,4.73,6.33,6.33,5.58,5.58,4.96,4.96,4.97,4.97,4.99,4.99
104,2014-01-09,华夏银行,2.79,2.79,4.03,4.03,4.82,4.82,6.3,6.3,5.58,5.58,4.95,4.95,4.975,4.975,4.99,4.99
105,2014-01-09,广发银行,2.8,2.8,4.03,4.03,4.85,4.85,6.2,6.2,5.58,5.58,4.96,4.96,4.98,4.98,4.99,4.99
106,2014-01-09,邮储银行,2.79,2.79,4.02,4.02,4.79,4.79,6.33,6.33,5.6,5.6,5.1,5.1,5.0,5.0,5.0,5.0
107,2014-01-09,国开行,2.8,2.8,4.02,4.02,4.78,4.78,6.34,6.34,5.4,5.4,4.2,4.2,4.27,4.27,4.4,4.4
108,2014-01-10,工商银行,2.77,2.77,4.05,4.05,4.75,4.75,5.65,5.65,5.58,5.58,4.95,4.95,4.97,4.97,4.99,4.99
109,2014-01-10,农业银行,2.77,2.77,4.04,4.04,4.75,4.75,5.65,5.65,5.6,5.6,5.09,5.09,5.08,5.08,5.05,5.05
110,2014-01-10,中国银行,2.75,2.75,4.03,4.03,4.74,4.74,5.65,5.65,5.59,5.59,5.05,5.05,5.08,5.08,5.1,5.1
111,2014-01-10,建设银行,2.76,2.76,4.02,4.02,4.7,4.7,5.55,5.55,5.5,5.5,4.49,4.49,4.5,4.5,4.6,4.6
112,2014-01-10,交通银行,2.77,2.77,4.05,4.05,4.75,4.75,6.3,6.3,5.8,5.8,4.9725,4.9725,4.9802,4.9802,4.9949,4.9949
113,2014-01-10,招商银行,2.75,2.75,4.02,4.02,4.75,4.75,5.65,5.65,5.58,5.58,4.96,4.96,4.975,4.975,4.99,4.99
114,2014-01-10,中信银行,2.77,2.77,4.04,4.04,4.75,4.75,5.65,5.65,5.4,5.4,5.0,5.0,5.05,5.05,5.1,5.1
115,2014-01-10,光大银行,2.76,2.76,4.02,4.02,4.75,4.75,5.65,5.65,5.6,5.6,4.96,4.96,4.98,4.98,4.99,4.99
116,2014-01-10,兴业银行,2.76,2.76,4.03,4.03,4.76,4.76,5.9,5.9,5.55,5.55,5.15,5.15,5.09,5.09,5.0,5.0
117,2014-01-10,浦发银行,2.75,2.75,4.1,4.1,4.8,4.8,6.8,6.8,5.5834,5.5834,4.9629,4.9629,4.9769,4.9769,4.9924,4.9924
118,2014-01-10,北京银行,2.78,2.78,4.04,4.04,4.74,4.74,6.3,6.3,5.58,5.58,4.96,4.96,4.98,4.98,5.0,5.0
119,2014-01-10,上海银行,2.77,2.77,4.05,4.05,4.75,4.75,5.65,5.65,5.588,5.588,4.968,4.968,4.981,4.981,4.997,4.997
120,2014-01-10,汇丰中国,2.76,2.76,4.02,4.02,4.75,4.75,6.31,6.31,5.7,5.7,4.97,4.97,4.98,4.98,4.99,4.99
121,2014-01-10,渣打银行,2.78,2.78,4.05,4.05,4.75,4.75,5.65,5.65,5.58,5.58,4.96,4.96,4.98,4.98,4.99,4.99
122,2014-01-10,华夏银行,2.76,2.76,4.03,4.03,4.75,4.75,5.65,5.65,5.58,5.58,4.96,4.96,4.98,4.98,4.99,4.99
123,2014-01-10,广发银行,2.78,2.78,4.06,4.06,4.75,4.75,5.65,5.65,5.58,5.58,4.96,4.96,4.98,4.98,4.99,4.99
124,2014-01-10,邮储银行,2.77,2.77,4.05,4.05,4.74,4.74,5.65,5.65,5.6,5.6,5.1,5.1,5.0,5.0,5.0,5.0
125,2014-01-10,国开行,2.77,2.77,4.05,4.05,4.75,4.75,5.65,5.65,5.4,5.4,4.2,4.2,4.27,4.27,4.4,4.4
126,2014-01-13,工商银行,2.74,2.74,4.0,4.0,4.65,4.65,6.22,6.22,5.58,5.58,4.95,4.95,4.97,4.97,4.99,4.99
127,2014-01-13,农业银行,2.73,2.73,4.01,4.01,4.65,4.65,6.6,6.6,5.6,5.6,5.09,5.09,5.08,5.08,5.05,5.05
128,2014-01-13,中国银行,2.73,2.73,4.0,4.0,4.65,4.65,6.5,6.5,5.59,5.59,5.05,5.05,5.08,5.08,5.1,5.1
129,2014-01-13,建设银行,2.73,2.73,4.0,4.0,4.6,4.6,5.55,5.55,5.5,5.5,4.49,4.49,4.5,4.5,4.6,4.6
130,2014-01-13,交通银行,2.74,2.74,4.02,4.02,4.673,4.673,6.52,6.52,5.8,5.8,4.9722,4.9722,4.9849,4.9849,4.9939,4.9939
131,2014-01-13,招商银行,2.73,2.73,4.01,4.01,4.63,4.63,6.5,6.5,5.58,5.58,4.965,4.965,4.98,4.98,4.99,4.99
132,2014-01-13,中信银行,2.74,2.74,4.01,4.01,4.63,4.63,6.3,6.3,5.4,5.4,5.0,5.0,5.05,5.05,5.1,5.1
133,2014-01-13,光大银行,2.74,2.74,4.0,4.0,4.6,4.6,5.58,5.58,5.6,5.6,4.97,4.97,4.98,4.98,4.99,4.99
134,2014-01-13,兴业银行,2.74,2.74,4.01,4.01,4.64,4.64,6.0,6.0,5.55,5.55,5.15,5.15,5.09,5.09,5.0,5.0
135,2014-01-13,浦发银行,2.72,2.72,4.05,4.05,4.62,4.62,6.6,6.6,5.59,5.59,4.9666,4.9666,4.981,4.981,4.9933,4.9933
136,2014-01-13,北京银行,2.74,2.74,4.01,4.01,4.63,4.63,6.52,6.52,5.58,5.58,4.96,4.96,4.98,4.98,5.0,5.0
137,2014-01-13,上海银行,2.74,2.74,4.02,4.02,4.65,4.65,6.5,6.5,5.589,5.589,4.971,4.971,4.984,4.984,4.998,4.998
138,2014-01-13,汇丰中国,2.74,2.74,4.02,4.02,4.61,4.61,6.58,6.58,5.7,5.7,4.97,4.97,4.98,4.98,4.99,4.99
139,2014-01-13,渣打银行,2.74,2.74,4.02,4.02,4.65,4.65,6.51,6.51,5.58,5.58,4.97,4.97,4.98,4.98,4.99,4.99
140,2014-01-13,华夏银行,2.74,2.74,4.01,4.01,4.65,4.65,6.1,6.1,5.58,5.58,4.96,4.96,4.98,4.98,5.0,5.0
141,2014-01-13,广发银行,2.74,2.74,4.02,4.02,4.61,4.61,6.5,6.5,5.58,5.58,4.97,4.97,4.99,4.99,5.0,5.0
142,2014-01-13,邮储银行,2.73,2.73,4.01,4.01,4.65,4.65,6.58,6.58,5.6,5.6,5.1,5.1,5.0,5.0,5.0,5.0
143,2014-01-13,国开行,2.74,2.74,4.02,4.02,4.61,4.61,6.58,6.58,5.4,5.4,4.2,4.2,4.27,4.27,4.4,4.4
144,2014-01-14,工商银行,2.74,2.74,4.0,4.0,4.65,4.65,6.2,6.2,5.58,5.58,4.95,4.95,4.97,4.97,4.99,4.99
145,2014-01-14,农业银行,2.74,2.74,4.01,4.01,4.7,4.7,6.68,6.68,5.6,5.6,5.09,5.09,5.08,5.08,5.05,5.05
146,2014-01-14,中国银行,2.73,2.73,4.0,4.0,4.7,4.7,6.5,6.5,5.59,5.59,5.05,5.05,5.08,5.08,5.1,5.1
147,2014-01-14,建设银行,2.72,2.72,4.0,4.0,4.6,4.6,5.55,5.55,5.5,5.5,4.49,4.49,4.5,4.5,4.6,4.6
148,2014-01-14,交通银行,2.735,2.735,4.02,4.02,4.67,4.67,6.3,6.3,5.85,5.85,4.9755,4.9755,4.986,4.986,4.9975,4.9975
149,2014-01-14,招商银行,2.74,2.74,4.0,4.0,4.7,4.7,6.6,6.6,5.58,5.58,4.965,4.965,4.98,4.98,4.99,4.99
150,2014-01-14,中信银行,2.73,2.73,4.0,4.0,4.67,4.67,6.3,6.3,5.4,5.4,5.0,5.0,5.05,5.05,5.1,5.1
151,2014-01-14,光大银行,2.74,2.74,4.05,4.05,4.75,4.75,5.7,5.7,5.65,5.65,4.97,4.97,4.98,4.98,4.99,4.99
152,2014-01-14,兴业银行,2.74,2.74,4.01,4.01,4.69,4.69,6.0,6.0,5.55,5.55,5.15,5.15,5.09,5.09,5.0,5.0
153,2014-01-14,浦发银行,2.72,2.72,4.03,4.03,4.7,4.7,6.7,6.7,5.6,5.6,4.9707,4.9707,4.9836,4.9836,4.9951,4.9951
154,2014-01-14,北京银行,2.7396,2.7396,4.0057,4.0057,4.6669,4.6669,6.4621,6.4621,5.5849,5.5849,4.9715,4.9715,4.984,4.984,4.9955,4.9955
155,2014-01-14,上海银行,2.74,2.74,4.0,4.0,4.7,4.7,6.6,6.6,5.59,5.59,4.974,4.974,4.986,4.986,4.999,4.999
156,2014-01-14,汇丰中国,2.74,2.74,4.0,4.0,4.7,4.7,6.68,6.68,5.7,5.7,4.97,4.97,4.98,4.98,5.0,5.0
157,2014-01-14,渣打银行,2.74,2.74,4.0,4.0,4.67,4.67,6.6,6.6,5.58,5.58,4.97,4.97,4.98,4.98,5.0,5.0
158,2014-01-14,华夏银行,2.74,2.74,4.0,4.0,4.7,4.7,6.44,6.44,5.58,5.58,4.97,4.97,4.985,4.985,5.0,5.0
159,2014-01-14,广发银行,2.74,2.74,4.0,4.0,4.67,4.67,6.45,6.45,5.58,5.58,4.97,4.97,4.99,4.99,5.0,5.0
160,2014-01-14,邮储银行,2.74,2.74,4.01,4.01,4.7,4.7,6.68,6.68,5.6,5.6,5.1,5.1,5.0,5.0,5.0,5.0
161,2014-01-14,国开行,2.74,2.74,4.02,4.02,4.7,4.7,6.59,6.59,5.53,5.53,4.2,4.2,4.27,4.27,4.4,4.4
162,2014-01-15,工商银行,2.75,2.75,3.95,3.95,4.71,4.71,6.3,6.3,5.58,5.58,4.95,4.95,4.97,4.97,4.99,4.99
163,2014-01-15,农业银行,2.75,2.75,3.96,3.96,4.8,4.8,6.91,6.91,5.6,5.6,5.09,5.09,5.08,5.08,5.05,5.05
164,2014-01-15,中国银行,2.75,2.75,3.96,3.96,4.71,4.71,6.8,6.8,5.59,5.59,5.05,5.05,5.08,5.08,5.1,5.1
165,2014-01-15,建设银行,2.74,2.74,3.94,3.94,4.6,4.6,5.55,5.55,5.5,5.5,4.49,4.49,4.5,4.5,4.6,4.6
166,2014-01-15,交通银行,2.753,2.753,3.96,3.96,4.85,4.85,6.8,6.8,5.85,5.85,4.9762,4.9762,4.9875,4.9875,4.9997,4.9997
167,2014-01-15,招商银行,2.75,2.75,3.97,3.97,4.59,4.59,6.7,6.7,5.584,5.584,4.97,4.97,4.983,4.983,4.995,4.995
168,2014-01-15,中信银行,2.75,2.75,3.92,3.92,4.71,4.71,6.48,6.48,5.4,5.4,5.0,5.0,5.05,5.05,5.1,5.1
169,2014-01-15,光大银行,2.76,2.76,4.0,4.0,4.65,4.65,6.0,6.0,5.5,5.5,4.98,4.98,4.99,4.99,5.0,5.0
170,2014-01-15,兴业银行,2.75,2.75,3.96,3.96,4.65,4.65,6.05,6.05,5.55,5.55,5.15,5.15,5.09,5.09,5.0,5.0
171,2014-01-15,浦发银行,2.74,2.74,4.03,4.03,4.85,4.85,7.0,7.0,5.6,5.6,4.9737,4.9737,4.9852,4.9852,4.9973,4.9973
172,2014-01-15,北京银行,2.75,2.75,3.96,3.96,4.59,4.59,6.87,6.87,5.59,5.59,4.97,4.97,4.99,4.99,5.0,5.0
173,2014-01-15,上海银行,2.76,2.76,3.98,3.98,4.6,4.6,6.8,6.8,5.592,5.592,4.977,4.977,4.988,4.988,5.0,5.0
